"ID","VIOLATION.LAST.MODIFIED.DATE","VIOLATION.DATE","VIOLATION.CODE","VIOLATION.STATUS","VIOLATION.STATUS.DATE","VIOLATION.DESCRIPTION","VIOLATION.LOCATION","VIOLATION.INSPECTOR.COMMENTS","VIOLATION.ORDINANCE","INSPECTOR.ID","INSPECTION.NUMBER","INSPECTION.STATUS","INSPECTION.WAIVED","INSPECTION.CATEGORY","DEPARTMENT.BUREAU","ADDRESS","STREET.NUMBER","STREET.DIRECTION","STREET.NAME","STREET.TYPE","PROPERTY.GROUP","SSA","LATITUDE","LONGITUDE","LOCATION"
6898844,"01/12/2023",2023-01-12,"CN197079","OPEN","","REPAIR/REPLACE SMOKE DETECTORS","OTHER   :    :OTHER","CB197039 - FRONT INTERIOR STAIRWAY, SMOKE DETECTOR MOUNTED ON DOOR FRAME AND APROX. 24"" BELOW THE CEILING.(14B-9-907.2.1.10.1 THRU 14B-9-907.2.10.4).","Repair or replace defective or out of service smoke detectors and operate continuously. (13-196-130, 13-196-140)","BL00831",13909336,"FAILED","N","COMPLAINT","CONSERVATION","1765 W 95TH ST",1765,"W","95TH","ST",488290,4,41.721039674,-87.667317116,"(41.72103967374667, -87.66731711627374)"
6898754,"01/11/2023",2023-01-11,"NC2071","OPEN","","WORK NOT ALLOWED","OTHER   :    :OTHER","INTERIOR OF BUILDING /OCCUPIED BASEMENT - REMOVE ALL PARTITIONS, FIXTURES (INCLUDING PLUMBING AND ELECTRIC) INSTALLED IN THE BASEMENT WITHOUT A PERMIT.","Remove work performed without permit and restore building or site to original construction. (13-32-130, 13-32-290)","455370",13909280,"FAILED","N","COMPLAINT","CONSERVATION","2827 W SUMMERDALE AVE",2827,"W","SUMMERDALE","AVE",200503,NA,41.97844304,-87.700113285,"(41.97844304008621, -87.7001132854061)"
6898654,"01/12/2023",2023-01-12,"CN061014","OPEN","","REPAIR EXTERIOR WALL","OTHER   :    :OTHER","SOUTH ELEVATION / EXTERIOR WALL WASHED OUT MORTAR","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","87296",13909200,"FAILED","N","COMPLAINT","CONSERVATION","8326 S VERNON AVE",8326,"S","VERNON","AVE",447105,NA,41.743005874,-87.61323138,"(41.74300587360707, -87.6132313796339)"
6898988,"01/12/2023",2023-01-12,"CN061014","OPEN","","REPAIR EXTERIOR WALL","OTHER   :    :OTHER","WEST ELEVATION / WOOD SIDING - FLAKING PAINT.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","371335",13909474,"FAILED","N","COMPLAINT","CONSERVATION","3424 S LEAVITT ST",3424,"S","LEAVITT","ST",295260,NA,41.831382312,-87.680340611,"(41.83138231167694, -87.6803406106858)"
6898692,"01/12/2023",2023-01-11,"PL151137","OPEN","","OPEN","","","","381406",13909239,"PASSED","N","PERMIT","PLUMBING","1123 N MOZART ST",1123,"N","MOZART","ST",50267,NA,41.901831968,-87.697956158,"(41.9018319676894, -87.69795615796079)"
6898935,"01/12/2023",2023-01-11,"EV1111","OPEN","","MAINTAIN OR REPAIR HYDRO ELEVA","","PROVIDE UPDATED MAINTENANCE AND FIRE SERVICE TEST LOGS. RECORDS TO BE KEPT IN MACHINE ROOM.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","432622",13909413,"FAILED","N","PERIODIC","ELEVATOR","6430 S ASHLAND AVE",6430,"S","ASHLAND","AVE",26774,NA,41.776713679,-87.664292332,"(41.776713679252985, -87.66429233193223)"
6898757,"01/11/2023",2023-01-11,"CN132016","OPEN","","HEAT UNIT ADEQUATELY","OTHER   :    :OTHER","INTERIOR OF BUILDING - OCCUPIED BASEMENT UNIT /HEAT - NOT SUPPLIED; NO EVIDENCE OF ADEQUATE HEATING SYSTEM IN UNIT.","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","455370",13909282,"FAILED","N","COMPLAINT","CONSERVATION","2827 W SUMMERDALE AVE",2827,"W","SUMMERDALE","AVE",200503,NA,41.97844304,-87.700113285,"(41.97844304008621, -87.7001132854061)"
6898681,"01/11/2023",2023-01-11,"CN104035","OPEN","","MAINTAIN WINDOW","EXTERIOR:S   :","SOUTH ELEVATION - BROKEN WINDOWS","Failed to maintain windows in sound condition and good repair.  (13-196-550(b) and (f))","BL00904",13909219,"FAILED","N","COMPLAINT","CONSERVATION","5807 W RICE ST",5807,"W","RICE","ST",56677,NA,41.895574648,-87.770629208,"(41.895574647644324, -87.77062920781404)"
6899013,"01/12/2023",2023-01-12,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","BASEMENT, 1ST, 2ND FLOOR AND 3N - NO RESPONSE, UNABLE TO VERIFY DETECTORS AND INTERIOR CONDITIONS.","Arrange for inspection of premises. (13-12-100)","BL00831",13909485,"FAILED","N","COMPLAINT","CONSERVATION","8943 S JUSTINE ST",8943,"S","JUSTINE","ST",469052,NA,41.730872722,-87.661558542,"(41.730872721897356, -87.66155854249207)"
6898547,"01/11/2023",2023-01-11,"CN165017","OPEN","","FLOOR, KIT & BATH NON-ABSORB","OTHER   :    :OTHER","APT 2F / KITCHEN AND BATHROOM THROUGHOUT / CERMAIC FLOOR TILES -  CRACKED AND MISSING. FLOOR HAS BEEN INSTALLED USING POOR WORKMANSHIP.","Replace defective bathroom floor with non-absorbent, water impervious, and easily cleanable material. (13-196-540 F)","371335",13909143,"FAILED","N","COMPLAINT","CONSERVATION","32 E 119TH ST",32,"E","119TH","ST",529128,NA,41.678153586,-87.621393385,"(41.678153586145655, -87.62139338543555)"
6898821,"01/12/2023",2023-01-12,"CN062034","OPEN","","REPAIR COPING","EXTERIOR:N   :","ALL COMMON BRICK ELEVATIONS INCLUDING REAR COURTYARD - OPEN COPING JOINTS","Failed to maintain roof coping in good repair and free from cracks defects.  (13-196-530, 13-196-530(c) and 13-196-641)","BL00904",13909331,"FAILED","N","COMPLAINT","CONSERVATION","703 N LOTUS AVE",703,"N","LOTUS","AVE",26709,NA,41.893107993,-87.76191508,"(41.893107992675574, -87.76191508010741)"
6898980,"01/12/2023",2023-01-12,"CN197039","OPEN","","RELOCATE SMOKE DETECTOR","OTHER   :    :OTHER","1ST FLOOR SMOKE DETECTOR -  LOCATE 2 FEET FROM CEILING.","Relocate improperly installed smoke detectors. (13-196-110) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","112463",13909473,"FAILED","N","COMPLAINT","CONSERVATION","3424 S LEAVITT ST",3424,"S","LEAVITT","ST",295260,NA,41.831382312,-87.680340611,"(41.83138231167694, -87.6803406106858)"
6898552,"01/11/2023",2023-01-11,"CN197019","OPEN","","INSTALL SMOKE DETECTORS","OTHER   :    :OTHER","FRONT INTERIOR STAIRWAY / SMOKE DETECTOR - MISSING.","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","371335",13909143,"FAILED","N","COMPLAINT","CONSERVATION","32 E 119TH ST",32,"E","119TH","ST",529128,NA,41.678153586,-87.621393385,"(41.678153586145655, -87.62139338543555)"
6898974,"01/12/2023",2023-01-12,"VT1010","OPEN","","ARRANGE COMPLETED PERMIT INSP.","","","Arrange mechanical ventilation or warm air heating system final inspection when work completed. (13-12-100, 13-176-310, 13-184-140)","283938",13894006,"FAILED","N","PERMIT","VENTILATION","1132 W BLACKHAWK ST",1132,"W","BLACKHAWK","ST",59215,NA,41.907260253,-87.656804173,"(41.90726025271137, -87.65680417252435)"
6898741,"01/11/2023",2023-01-11,"CN134026","OPEN","","RAT STOP AROUND EXTERIOR","OTHER   :    :OTHER","EAST ELEVATION - SIDE YARD /HOLES - VARIOUS AND LARGE.","Install rat stopping around exterior walls. (7-28-660)","455370",13909276,"FAILED","N","COMPLAINT","CONSERVATION","2901 W SUMMERDALE AVE",2901,"W","SUMMERDALE","AVE",12304,NA,41.978432641,-87.701555897,"(41.97843264053891, -87.70155589745451)"
6898657,"01/12/2023",2023-01-12,"CN070014","OPEN","","REPAIR EXTERIOR STAIR","OTHER   :    :OTHER","FRONT/ EXTERIOR STAIR - CRACKED .","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","87296",13909200,"FAILED","N","COMPLAINT","CONSERVATION","8326 S VERNON AVE",8326,"S","VERNON","AVE",447105,NA,41.743005874,-87.61323138,"(41.74300587360707, -87.6132313796339)"
6898829,"05/10/2023",2023-01-12,"CN190029","COMPLIED","05/09/2023","ARRANGE FOR REINSPECTION REGAR","INTERIOR:001 :","INTERIOR OF BUILDING , NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS.","pending notice reinspection","BL00904",13909333,"FAILED","N","COMPLAINT","CONSERVATION","5447 W OHIO ST",5447,"W","OHIO","ST",43569,NA,41.891010695,-87.762431389,"(41.891010695209545, -87.76243138871972)"
6898954,"01/12/2023",2023-01-12,"CN063014","OPEN","","CHIMNEY","OTHER   :    :OTHER","CHIMNEY - SPALLING BRICKS.","Failed to maintain chimney in safe and sound working condition.  (13-196-590, 13-196-530(b) and (c), 13-196-641)","60527",13909441,"FAILED","N","COMPLAINT","CONSERVATION","8220 S MARYLAND AVE",8220,"S","MARYLAND","AVE",21023,51,41.74515153,-87.603941511,"(41.74515153021368, -87.60394151071247)"
6898959,"01/12/2023",2023-01-12,"CN138106","OPEN","","STOP/REMOVE NUISANCE","OTHER   :    :OTHER","NORTH GANGWAY, REAR YARD, REAR BASEMENT AREAWAY AND GARAGE - JUNK AND REFUSE ACCUMULATION.","Remove and stop nuisance. (7-28-060)","60527",13909441,"FAILED","N","COMPLAINT","CONSERVATION","8220 S MARYLAND AVE",8220,"S","MARYLAND","AVE",21023,51,41.74515153,-87.603941511,"(41.74515153021368, -87.60394151071247)"
6898612,"07/05/2023",2023-01-11,"CN132046","OPEN","","SAFE WORKING CONDITIONS","OTHER   :    :OTHER","CB132046- BUILDING WITH 6 D.U. - BOILER IS OUT OF SERVICE. (14X-3-305.1, 14X-8-804.1 THRU 14X-8-804.4 AND 14X-8-804.5).","Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)","112463",14115135,"FAILED","N","COMPLAINT","CONSERVATION","8119 S MARYLAND AVE",8119,"S","MARYLAND","AVE",430833,NA,41.747040769,-87.603699359,"(41.747040768684705, -87.60369935864547)"
6898917,"01/12/2023",2023-01-10,"EV1111","OPEN","","MAINTAIN OR REPAIR HYDRO ELEVA","","ALL UNITS OVERDUE FOR INSPECTION. (NEED ENTRY TO ALL GARAGE UNITS)","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","BL00957",13909389,"FAILED","N","PERIODIC","ELEVATOR","1709 W FOSTER AVE",1709,"W","FOSTER","AVE",185797,NA,41.976021664,-87.672487707,"(41.97602166433562, -87.672487706641)"
6898733,"01/12/2023",2023-01-10,"EV1111","OPEN","","MAINTAIN OR REPAIR HYDRO ELEVA","","REMOVE STANDING WATER IN ELEVATOR PIT. REPAIR OR REPLACE SUMP PUMP AS NECESSARY.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348",13680770,"FAILED","N","PERIODIC","ELEVATOR","5858 N BROADWAY",5858,"N","BROADWAY","",209851,26,41.988702682,-87.660372096,"(41.98870268172497, -87.66037209636472)"
6898987,"01/12/2023",2023-01-12,"CN074024","OPEN","","PROVIDE GUARD RAIL 42 IN HIGH","OTHER   :    :OTHER","EAST ELEVATION / GUARDRAIL AT VAULTED PUBLIC SIDEWALK - DAMAGED PICKETS.","Failed to provide porch which is more than two risers high with rails not less than three and one-half feet above the floor of the porch.  (13-196-570(b), 13-196-641","371335",13909474,"FAILED","N","COMPLAINT","CONSERVATION","3424 S LEAVITT ST",3424,"S","LEAVITT","ST",295260,NA,41.831382312,-87.680340611,"(41.83138231167694, -87.6803406106858)"
6898551,"01/11/2023",2023-01-11,"CN079014","OPEN","","REPAIR/REBUILD GARAGE OR SHED","OTHER   :    :OTHER","NORTH ELEVATION / FRAME GARAGE / ROOF - DETERIORATED. EXTERIOR WALLS -  LOOSE AND ISSING SIDING. SERVICE DOOR - MISSING. OVERHEAD DOOR - BOARDED WITH PLYWOOD.","Failed to maintain garage in sound condition and repair.  (13-196-530, 13-196-641)","371335",13909143,"FAILED","N","COMPLAINT","CONSERVATION","32 E 119TH ST",32,"E","119TH","ST",529128,NA,41.678153586,-87.621393385,"(41.678153586145655, -87.62139338543555)"
6898956,"01/12/2023",2023-01-12,"CN077014","OPEN","","REPAIR FENCE","OTHER   :    :OTHER","NORTH FENCE - WIRE MASH IS HANGING LOOSE.","Failed to maintain fence in good condition and repair.  (7-28-060, 13-196-630, 13-196-641)","60527",13909441,"FAILED","N","COMPLAINT","CONSERVATION","8220 S MARYLAND AVE",8220,"S","MARYLAND","AVE",21023,51,41.74515153,-87.603941511,"(41.74515153021368, -87.60394151071247)"
6898845,"01/12/2023",2023-01-12,"PL154027","OPEN","","SUPPLY HOT WTR MIN TEMP 120DEG","OTHER   :    :OTHER","CB154027- 2ND FLOOR APT., HOT WATER PROVIDED AT 77F. (14X-9-905.2, 14X-9-905.2.1 AND 14X-9-905.5).","Supply adequate hot water with minimum temperature of 120 degrees F. (13-196-430)","BL00831",13909336,"FAILED","N","COMPLAINT","CONSERVATION","1765 W 95TH ST",1765,"W","95TH","ST",488290,4,41.721039674,-87.667317116,"(41.72103967374667, -87.66731711627374)"
6898850,"02/01/2024",2023-01-12,"CN067014","OPEN","","REPAIR ROOF","OTHER   :    :OTHER","ROOF IS LEAKING -APT. 2F.","Failed to maintain roof in sound condition and repair, watertight and free from defects.  (13-196-530, 13-196-530(c) and 13-196-641)","87296",14220529,"FAILED","N","COMPLAINT","CONSERVATION","1765 W 95TH ST",1765,"W","95TH","ST",488290,4,41.721039674,-87.667317116,"(41.72103967374667, -87.66731711627374)"
6898624,"01/12/2023",2023-01-12,"CN138106","OPEN","","STOP/REMOVE NUISANCE","EXTERIOR:E   :","REAR YARD  - DEAD OVER GROWN TREE , BRANCHES BREAKING OFF ONTO  GARAGE ,ALLEY AND NEIGHBORING PROPERTY .","Remove and stop nuisance. (7-28-060)","BL00904",13909188,"FAILED","N","COMPLAINT","CONSERVATION","1301 N WALLER AVE",1301,"N","WALLER","AVE",68688,NA,41.904011378,-87.768001218,"(41.904011377614964, -87.76800121756487)"
6898759,"01/12/2023",2023-01-10,"EV1110","OPEN","","MAINTAIN OR REPAIR ELECT ELEVA","","WORKING TWO WAY COMMUNICATION (PHONE) REQUIRED IN ELEVATOR CAB.","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348",13678656,"FAILED","N","PERIODIC","ELEVATOR","5427 N BROADWAY",5427,"N","BROADWAY","",12029,26,41.980801718,-87.659843905,"(41.98080171783289, -87.65984390503488)"
6898986,"01/12/2023",2023-01-12,"CN070014","OPEN","","REPAIR EXTERIOR STAIR","OTHER   :    :OTHER","EAST ELEVATION / MASONRY STAIRS LEADING FROM FRONT VAULTED SIDEWALK -  CRACKED AND DETERIORATED. PERMIT REQUIRED TO REPLACE MASONRY STAIRS. SUBJECT TO FIELD INSPECTION AND APPROCAL.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","371335",13909474,"FAILED","N","COMPLAINT","CONSERVATION","3424 S LEAVITT ST",3424,"S","LEAVITT","ST",295260,NA,41.831382312,-87.680340611,"(41.83138231167694, -87.6803406106858)"
6898546,"01/11/2023",2023-01-11,"CN067024","OPEN","","REPAIR EAVES","OTHER   :    :OTHER","SOUTH ELEVATION / WOOD EAVES - FLAKING PAINT AND ROTTING WOOD.","Failed to maintain roof eaves in good repair and free from cracks and defects which may admit rain.  (13-196-530, 13-196-530(c), and 13-196-641)","371335",13909143,"FAILED","N","COMPLAINT","CONSERVATION","32 E 119TH ST",32,"E","119TH","ST",529128,NA,41.678153586,-87.621393385,"(41.678153586145655, -87.62139338543555)"
6898522,"04/21/2023",2023-01-10,"PL151137","OPEN","","OPEN","","","","BL00829",14086499,"CLOSED","N","PERMIT","PLUMBING","2704 W 24TH PL",2704,"W","24TH","PL",278327,NA,41.847496551,-87.693088897,"(41.8474965514722, -87.69308889708248)"
6898957,"01/12/2023",2023-01-12,"CN104015","OPEN","","REPLCE WINDOW PANES, PLEXGLAS","OTHER   :    :OTHER","EAST ELEVATION 3RD FLOOR - BROKEN GLASS PANE.","Replace broken, missing or defective window panes. (13-196-550 A)","60527",13909441,"FAILED","N","COMPLAINT","CONSERVATION","8220 S MARYLAND AVE",8220,"S","MARYLAND","AVE",21023,51,41.74515153,-87.603941511,"(41.74515153021368, -87.60394151071247)"
6898832,"01/12/2023",2023-01-12,"CN070024","OPEN","","REPAIR PORCH SYSTEM","EXTERIOR:S   :","REAR SOUTH PORCH SYSTEM - UNEVEN RISER HEIGHT AT THE TOP LANDING/DECK, ONLY 5"" ; ROTTED GAURDRAIL CAP BOARDS ; LOOSE AND BUCKLED TREADS/RISERS ; RUSTED THRU COLUMN FOOTING BRACKETS AND JOIST HANGERS AT VARIOUS LOCATIONS THRU -OUT ;PLANS AND PERMITS ARE REQUIRED  FOR PORCH REPAIRS. ALL WORK IS SUBJECT  TO FIELD INSPECTION AND APPROVAL","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00904",13909333,"FAILED","N","COMPLAINT","CONSERVATION","5447 W OHIO ST",5447,"W","OHIO","ST",43569,NA,41.891010695,-87.762431389,"(41.891010695209545, -87.76243138871972)"
6898682,"01/11/2023",2023-01-11,"CN061014","OPEN","","REPAIR EXTERIOR WALL","EXTERIOR:N   :","NORTH ELEVATION  - CRACKED AND LOOSE STUCO ; MISSING AND LOOSE SIDING PANELS AT REAR ENCLOSED PORCH.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00904",13909219,"FAILED","N","COMPLAINT","CONSERVATION","5807 W RICE ST",5807,"W","RICE","ST",56677,NA,41.895574648,-87.770629208,"(41.895574647644324, -87.77062920781404)"
6898748,"01/10/2023",2023-01-10,"CN106015","OPEN","","REPAIR INTERIOR STAIR SYSTEM","OTHER   :    :OTHER","INTERIOR OF BUILDING - 1ST FL  - HALLWAY STEPS /HANDRAIL - MISSING.","Failed to maintain interior stairway system in safe condition and sound repair. (13-196-570)","455370",13909278,"FAILED","N","COMPLAINT","CONSERVATION","6815 N SHERIDAN RD",6815,"N","SHERIDAN","RD",13610,54,42.006060825,-87.660911003,"(42.00606082538717, -87.66091100300386)"
6899012,"01/12/2023",2023-01-12,"CN137056","OPEN","","STOP STORING GARBAGE","OTHER   :    :OTHER","GARAGE WALLS - WASHED OUT MORTAR AND SPALLING BRICKS (INTERIOR AND EXTERIOR SIDES).","Stop storing garbage and placing refuse containers improperly. (7-28-260)","BL00831",13909485,"FAILED","N","COMPLAINT","CONSERVATION","8943 S JUSTINE ST",8943,"S","JUSTINE","ST",469052,NA,41.730872722,-87.661558542,"(41.730872721897356, -87.66155854249207)"
6898937,"01/12/2023",2023-01-11,"EV1111","OPEN","","MAINTAIN OR REPAIR HYDRO ELEVA","","REPAIR/REPLACE EMERGENCY PHONE. PHONE MUST DIAL 24 HOUR LIVE OPERATOR AND BROADCAST BUILDING ADDRESS. NOT TO DIAL 911.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","432622",13909413,"FAILED","N","PERIODIC","ELEVATOR","6430 S ASHLAND AVE",6430,"S","ASHLAND","AVE",26774,NA,41.776713679,-87.664292332,"(41.776713679252985, -87.66429233193223)"
6898953,"01/12/2023",2023-01-12,"CN062024","OPEN","","PARAPET","OTHER   :    :OTHER","SOUTH AND EAST PARAPETS - WASHED OUT MORTAR.","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","60527",13909441,"FAILED","N","COMPLAINT","CONSERVATION","8220 S MARYLAND AVE",8220,"S","MARYLAND","AVE",21023,51,41.74515153,-87.603941511,"(41.74515153021368, -87.60394151071247)"
6898613,"07/05/2023",2023-01-11,"CN046013","OPEN","","UNAPPROVED HEATING DEVICE","OTHER   :    :OTHER","CB046013 - APT. 2N , USING GAS STOVE AS A HEATING DEVICE.   (14X-8-802.2)","Stop using cooking or water heating device as heating device. (13-196-400)","112463",14115135,"FAILED","N","COMPLAINT","CONSERVATION","8119 S MARYLAND AVE",8119,"S","MARYLAND","AVE",430833,NA,41.747040769,-87.603699359,"(41.747040768684705, -87.60369935864547)"
6898656,"01/12/2023",2023-01-12,"CN079014","OPEN","","REPAIR/REBUILD GARAGE OR SHED","OTHER   :    :OTHER","REAR / GARAGE - WASHED OUT MORTAR . CHIMNEY CAP MISSING .CHIMNEY 5FT BELOW RIDGE","Failed to maintain garage in sound condition and repair.  (13-196-530, 13-196-641)","87296",13909200,"FAILED","N","COMPLAINT","CONSERVATION","8326 S VERNON AVE",8326,"S","VERNON","AVE",447105,NA,41.743005874,-87.61323138,"(41.74300587360707, -87.6132313796339)"
6898636,"12/28/2023",2023-01-12,"CN138106","OPEN","","STOP/REMOVE NUISANCE","OTHER   :    :OTHER","FRONT / NUISANCE - OVER GROWN TREE BRANCHES ON THE ROOF .","Remove and stop nuisance. (7-28-060)","BL00941",14178787,"FAILED","N","COMPLAINT","CONSERVATION","6146 S MAY ST",6146,"S","MAY","ST",363002,NA,41.781872121,-87.653492077,"(41.78187212114613, -87.65349207667806)"
