Brand,Product_Description,Screen_Size,RAM,Processor,GPU,GPU_Type,Resolution,Condition,Price
Lenovo,"Lenovo ThinkPad L14 14"" Laptop Intel i5 10th Gen 256GB SSD 8GB RAM Win 11 (Z3E2)",14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,269.95
Lenovo,"Lenovo ThinkPad x390 13.3"" 2018 FHD TOUCH 1.6 GHz i5-8365U 8GB RAM 512GB SSD",13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,209.99
HP,"HP - 15.6"" Gaming Laptop AMD RADEON 32GB RAM 1TB SSD Intel Quad Core i7 4.80GHz",15.6,32,Intel Core i7 8th Gen.,AMD Radeon Graphics,Dedicated Graphics,1920 x 1080,Very Good - Refurbished,645.0
Lenovo,Lenovo V14 Laptop PC 14” FHD Intel Core i5-1035G1 8GB RAM 256GB SSD Windows 11,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,,Very Good - Refurbished,269.99
Dell,"Dell 5500 15.6"" Gaming Laptop - Intel Core i5 4.10GHz 32GB RAM 1TB SSD FHD Touch",15.6,32,Intel Core i5 8th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,485.0
Dell,"Dell Gaming Laptop 15.6"" 16GB RAM 512GB SSD Intel Core i5 3.10GHz Windows 10 Pro",15.6,16,Intel Core i5 7th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,419.99
Lenovo,"Lenovo ThinkPad T490s 14"" Intel i5 16 GB RAM 500 GB SSD HDMI WiFi Win 11 Laptop",14,16,Intel Core i5 8th Gen.,,Integrated/On-Board Graphics,,Very Good - Refurbished,279.99
Dell,"Dell Latitude 7400 14"" FHD i7-8665 32GB 512gb NVME Win 11 Pro WIFI laptop Carbon",14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,319.0
Lenovo,"New Lenovo ThinkPad E14 Gen 5 14"" FHD IPS Ryzen 7 7730U 16GB 512GB SSD Win11P",14,16,AMD Ryzen 7 7000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,,Open box,305.0
Lenovo,"Lenovo ThinkPad x390 13.3"" FHD TOUCH 1.6 GHz i5-8365U 8GB 256GB SSD - Very Good",13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,169.99
Dell,"Dell Latitude 7300 13.3"" FHD Touch 4-Core i7-8665U 32GB 1TB PCIe SSD IR Cam W11P",13.3,32,Intel Core i7 8th Gen.,,Integrated/On-Board Graphics,,Very Good - Refurbished,384.46
Dell,"Dell Latitude 5500 15.6"" I5-8365U 1.60GHz 8GB DDR4 256GB SSD Win10 Pro Laptop",15.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1366 x 768,Good - Refurbished,179.0
Dell,"Dell Latitude 3400 14"" Intel i3-8145U 8GB RAM 240GB SSD HDMI WiFi Win 10 Laptop",14,8,Intel Core i3 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,,Very Good - Refurbished,170.99
Dell,"Dell Latitude laptop 7300 13.3"" FHD QC i7-8665U 51GB NVME Win 11 pro WIFI cam",13.3,16gb,Intel Core i7 8th Gen.,,Integrated/On-Board Graphics,,Excellent - Refurbished,259.99
Dell,Dell Alienware m15 R6 240Hz 2K QHD 2021 2.3GHz i7-11800H 16GB 1TB SSD - RTX 3060,15.6,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3060 6GB,,2560 x 1440,Very Good - Refurbished,819.99
Lenovo,"Lenovo ThinkBook 14s-IWL Laptop 14"" i5 AMD Radeon 256GB SSD 8GB RAM Win10 (Z3E2)",14,8,Intel Core i5 8th Gen.,AMD Radeon 540X,Dedicated Graphics,1920 x 1080,Very Good - Refurbished,247.45
Lenovo,"14"" 4K UHD Touch Lenovo IdeaPad Slim 9 Intel Core i7- 11 Gen 16GB Ram 1 TB SSD",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,3840 x 2160,Open box,577.07
Dell,"Dell Latitude 7400 14"" Laptop i5-8365U 128GB SSD 16GB RAM Win 10 Pro (BHR)",14,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,170.95
Lenovo,"Lenovo Warranty! 14"" Lenovo Thinkpad P14s Gen 4, i7-1370P 1.9GHz, 32GB, 512GB",14,32,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Excellent - Refurbished,899.95
LG,"LG gram 16Z90Q 16"" Lightweight Laptop, Intel i7-1260P, 16GB RAM/1TB SSD, Black",16,16,Intel Core i7 12th Gen.,NVIDIA GeForce RTX2050,Dedicated Graphics,2560 x 1600,Open box,849.99
Lenovo,"Lenovo - 2022 - IdeaPad 3i Laptop i5 12th Gen - 15.6"" 8GB 512GB Windows 11 Pro",15.6,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,449.88
Acer,"Acer Swift 3 Thin & Light Laptop, 14"" FHD IPS, i7-1165G7, 8GB DDR4/256GB SSD",14,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,379.0
HP,"HP ZBook 14u G6 14"" Laptop i5 8th Gen 250GB SSD 8GB RAM Win 10 Pro (BHR)",14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,215.95
Dell,"Dell Inspiron 5566 15"" Intel i5-7200U 8GB RAM 240GB SSD HDMI WiFi Win 10 Laptop",15.6,8,Intel Core i5 7th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,,Very Good - Refurbished,151.99
Dell,Dell Latitude Light Gaming Laptop PC Intel Core i5 3.60GHz 64GB RAM 2TB SSD NVMe,14,64,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,328.99
Lenovo,"Lenovo IdeaPad Flex 5 14iAU7 14"" Touch i3-1215U 8GB 256GB SSD Win11 82R7003WUS",14,8,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1200,Open box,339.0
Dell,"Dell Precision 7760 17.3"" FHD i5-11500H 32GB RAM 512GB NVMe nVIDIA T1200 Laptop",17.3,32,Intel Core i5 11th Gen.,,,,Good - Refurbished,699.95
Dell,"Dell Latitude 5410 14"" FHD Quad Core i7-10610U 16GB 256GB PCIe SSD Cam FPReader",14,16,Intel Core i7 10th Gen.,,Integrated/On-Board Graphics,,Very Good - Refurbished,344.99
HP,"HP EliteBook x360 1040 G8 14"" FHD Touch i7-1185G7 3GHz,5G WWAN,32GB,512GB M.2",14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,850.0
Dell,"Dell Latitude 3380 13.3"" Intel i3 8GB RAM 120GB SSD HDMI USB WiFi Win 10 Laptop",13.3,8,Intel Core i3 6th Gen.,Intel HD Graphics 520,Integrated/On-Board Graphics,1366 x 768,Very Good - Refurbished,170.99
Dell,Dell Latitude Business Light Gaming Laptop Win 11 Intel Core i5 16GB RAM 2TB SSD,15.6,16,Intel Core i5 8th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,510.0
Dell,"Dell Latitude 7200 2-in-1 12.3"" FHD Touch i5-8365U 8GB 512GB SSD Keyboard W11Pro",12.3,8,Intel Core i5 8th Gen.,,Integrated/On-Board Graphics,,Very Good - Refurbished,299.0
Microsoft,"D Microsoft JHT00001 Surface Book 2 13.5"" (128GB, i5 7th Gen 2.6GHz, 8GB Laptop",13.5,8,Intel Core i5 7th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,,Open box,499.99
Dell,"Dell Latitude 5500 - 15.6"" Laptop - i5-8365u 8GB RAM 256GB SSD - Win 11 - Good",15.6,8,Intel Core i5 8th Gen.,,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,225.0
Microsoft,"Microsoft Surface Laptop 5 1951 13.5"" Touch i7-1255U 2.60GHz 16GB RAM 512GB SSD",13.5,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2256 x 1504,Open box,799.99
Microsoft,"Microsoft Surface Laptop 3 13.5"" i5-1035G7 8GB 128GB W10P PKH-00001 *NOB*",13.3,8,Intel Core i5 10th Gen.,Iris Plus Graphics,Integrated/On-Board Graphics,2256 x 1504,Open box,329.99
Asus,"Asus Vivobook 17.3"" 512GB SSD, Intel Core i5-12500H, 2.5 GHz, 8GB RAM K1703Z",17.3,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1280,Open box,449.99
Google,"Google Pixelbook Go 13.3"" (128GB SSD, Intel Core i5 8th Gen. 1.30GHz, 8GB) BLACK",13.3,8,Intel Core i5 8th Gen.,,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,459.99
HP,"HP Notebook 14-cf1051od 14"" Silver 2018 HD 1.6 GHz i5-8265U 8GB RAM 256GB SSD",14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,,1366 x 768,Good - Refurbished,150.95
Dell,"Dell Latitude 7280, i7 6th Gen. 2.6GHz, 16GB Ram, 256 SSD,12.5""1920x1080 Screen",12.5,16,Intel Core i7 6th Gen.,Intel HD Graphics 520,,1920 x 1080,Very Good - Refurbished,199.0
HP,"HP Spectre x360 14-ef0013dx 13.5"" QHD+ TOUCH 1.7 GHz i7-1255U 16GB RAM 1TB SSD",13.5,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,3000 x 2000,Excellent - Refurbished,699.99
Microsoft,"Microsoft Surface Studio Laptop 14.4"" 2021 TOUCH 3.1GHz i5-11300H 16GB 256GB SSD",14.4,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2400 x 1600,Excellent - Refurbished,669.99
Lenovo,"Lenovo ThinkPad L14 14"" Laptop Ryzen 3 Pro 4450U 8GB 128GB SSD Win-11 Web-Cam BT",14,8,AMD Ryzen 3 4000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,1366 x 768,Open box,169.95
Dell,NEW Dell XPS 13 7390 Core i5 10thGen Win11Pro 2-in-1 Touchscreen Tablet + Laptop,13.4,16,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,Integrated/On-Board Graphics,1920 x 1200,Open box,544.94
Dell,Dell Precision 7670 Laptop i7-12850HX 2TB 32GB FHD+ BT CMRA BKLT A2000 PRO WTY,15.6,32,Intel Core i7 12th Gen.,NVIDIA RTX A2000 8GB GDDR6,Dedicated Graphics,1920 x 1200,Excellent - Refurbished,699.99
HP,HP 250 G9 15.6 Full HD IPS Intel i5-1235U 16GB RAM 512GB SSD Notebook Dark Ash,15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,449.99
Samsung,Samsung Galaxy Book2 Pro 15.6 FHD 2.1GHz i7-1260P 16GB RAM 512GB SSD - Excellent,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,539.99
Asus,"Asus VivoBook 15 F1502 F1502ZA-OS34 15.6"" Notebook",15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,282.49
Dell,Dell Latitude 9420 2 in 1 i5-1145G7 256GB PCIe 16GB QHD+ TOUCH CMRA BKLT FP WTY,14.0,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2560 x 1600,Excellent - Refurbished,579.99
Microsoft,"OB Microsoft Surface Laptop 4 13.5"" i7-1185G7, 16GB, 256SSD Black - 5D1-00001",13.5,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2256 x 1504,Open box,629.99
MSI,"MSI GF63 15.6"" (256GB SSD, Intel Core i5 11th Gen., 2.70 GHz, 8GB) Laptop -...",15.6,8,Intel Core i5 11th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,Open box,449.0
Lenovo,"Lenovo Thinkpad T14S Gen 2: Core i5-1145G7 512GB SSD 16GB RAM 14"" FHD WIN 10 Pro",14,16,Intel Core i5 11th Gen.,Intel Iris Xe,Integrated/On-Board Graphics,1920 x 1080,Open box,499.95
Lenovo,"14"" Lenovo, ThinkPad T490s, 1.90GHz i7 8th Gen, 32GB, 512GB SSD, Touch",14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,279.99
HP,"HP ZBOOK FIREFLY 14 G8 14"" FHD Touch i7-1185G7 16GB 512GB Nvidia T500 (4GB) W10P",14,16,Intel Core i7 11th Gen.,Intel UHD Graphics,Dedicated Graphics,1920 x 1080,Open box,519.99
Dell,"Dell M8JRN Latitude 13.3"" Tablet Quad Core Core i5 256 GB Ram Windows 10 Pro",13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,379.66
Lenovo,"Lenovo ThinkPad P14s Gen 4 / i7 13th Gen / 16GB 512GB / 14"" FHD+ / NVIDIA RTX",14,16,Intel Core i7 13th Gen.,NVIDIA RTX A500,Dedicated Graphics,1920 x 1200,Open box,290.0
HP,"HP Envy x360 15.6"" QHD Touch Laptop/Tablet PC i5-1235U 16GB 1TB SSD RTX2050",15.6,16,Intel Core i5 12th Gen.,,Dedicated Graphics,,Excellent - Refurbished,649.77
Dell,Dell Precision 3541 i7-9850H 32GB 1TB SSD Gaming Laptop Quadro P620 Win 11 pro,15.6,32,Intel Core i7 9th Gen.,NVIDIA Quadro P620,Dedicated Graphics,1920 x 1080,Excellent - Refurbished,499.99
Asus,"Asus X515E 15.6"" Laptop i5-11th Gen 8GB New Open Box Free Shipping!",15.6,8,Intel Core i5 11th Gen.,,Integrated/On-Board Graphics,,Open box,299.0
Lenovo,"14"" Lenovo ThinkPad X1 Carbon Gen 9, 16GB, 512GB SSD, i7-1165G7, Free Ship!",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Good - Refurbished,599.95
HP,"HP ENVY X360 2-in-1 Laptop 15"" FHD Touch I7-1255U 512GB 16GB W11 Backlit WiFi6",15,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,441.99
Dell,"DELL VOSTRO 3400 14"" HD I5-1135G7 512GB SSD 16GB W11P Warranty",14,16,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated/On-Board Graphics,1366 x 768,Good - Refurbished,244.99
Microsoft,"Microsoft Surface Laptop 4 15"" TOUCH 3.0GHz i7-1185G7 32GB RAM 1TB SSD Excellent",15,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,,2496 x 1664,Excellent - Refurbished,789.99
Lenovo,Lenovo ThinkPad X13 Gen 1 Black 2020 FHD 1.6 GHz i5-10210U 8GB 256GB SSD - Good,13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics,,1920 x 1080,Good - Refurbished,229.99
Lenovo,"Lenovo IdeaPad 5 15.6"" Grey FHD 2.4 GHz i5-1135G7 8GB RAM 512GB SSD Very Good",15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,,1920 x 1080,Very Good - Refurbished,275.39
Razer,"Razer Book 13.4"" RZ09-0357 Silver FHD+ TOUCH 2.8GHz i7-1165G7 16GB RAM 512GB SSD",13.4,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,,1920 x 1200,Excellent - Refurbished,649.99
Lenovo,Lenovo ThinkPad T540p|Core i7@2.90 GHz|16GB RAM |256GB SSD|WIN11.Prof|NVIDIA,15.6,16,Intel Core i7 4th Gen.,Intel HD Graphics 4600 & Nvidia GeForce GT730M,Dedicated Graphics,1920 x 1080,Very Good - Refurbished,359.1
Lenovo,"Lenovo ThinkPad X13 Gen 2 Notebook 13.3"" WUXGA i5-1145G7 8GB 256GB WIFI/BT W10P",13.3,8,Intel Core i5 11th Gen.,Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Excellent - Refurbished,399.99
Lenovo,"Lenovo Thinkpad P16s G1 Laptop 16"" Touch LCD i7-1280P 16GB 512GB Nvidia T550 4GB",16,16,Intel Core i7 12th Gen.,NVIDIA Quadro T550,Dedicated Graphics,1920 x 1200,Excellent - Refurbished,949.99
Lenovo,"Lenovo IdeaPad Flex 5 14IRU8 14"" Laptop Intel Core i5-1335U 8GB Memory 256GB SSD",14,8,Intel Core i5 13th Gen.,,,,Open box,389.99
Dell,"Dell Inspiron 3511 15.6"" Black 2020 FHD 1.0 GHz i5-1035G1 8GB RAM 256GB SSD",15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,239.99
Dell,"Dell 15.6"" NVIDIA Gaming Laptop - Intel Quad Core i7 32GB RAM 1TB SSD Windows 11",15.6,32,Intel Core i7 8th Gen.,NVIDIA GeForce MX130,Dedicated Graphics,1920 x 1080,Very Good - Refurbished,645.0
Apple,"MacBook Pro 2017 13"" - Core i5, 8GB RAM, 128GB SSD - Silver",13.3,8,Intel Core i5 7th Gen.,Intel Iris Plus Graphics 650,Integrated/On-Board Graphics,2560 x 1600,Open box,399.0
Lenovo,"Lenovo ThinkPad T14 Gen 3 14"" 2022 2.2 GHz i7-1270P 16GB RAM 512GB SSD Excellent",14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,,2240 x 1400,Excellent - Refurbished,669.99
Microsoft,"Microsoft 14.4"" Surface Laptop Studio 2 i7 64GB 2TB SSD RTX 4060 Win11 Platinum",14.4,64,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4060,Dedicated Graphics,2400 x 1600,Open box,549.0
Lenovo,Lenovo IdeaPad 3 17ITL6 Laptop - Touch Intel i3 8GB Windows 10 1TB HDD Open Box,17.3,8,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1600 x 900,Open box,365.75
Lenovo,"Lenovo IdeaPad 3 14ITL05 14"" (128GB SSD, Intel Core i3-1115G4, 3.00GHz, 4GB)",14,4,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,199.98
Dell,"Dell Latitude 3520 15.6"" Black FHD 2.6 GHz i5-1145G7 8GB RAM 256GB SSD Excellent",15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,,1920 x 1080,Excellent - Refurbished,279.99
Microsoft,"Microsoft Surface Laptop 5 13.5"" Sage FHD+ TOUCH 2.6 GHz i7-1255U 16GB 512GB SSD",13.5,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,,2256 x 1504,Very Good - Refurbished,699.99
Microsoft,"*EMPTY BOX* Microsoft Surface Pro 8 13"" Touch 256 GB SSD, Intel Core i7 11th",13,8,Intel Core i5 11th Gen.,Intel HD Graphics,Integrated/On-Board Graphics,2880 x 1920,Open box,59.99
Dell,"Dell Latitude 5410 14"" FHD Quad Core i7-10610U 16GB 512GB PCIe SSD Cam FPReader",14,16,Intel Core i7 10th Gen.,,Integrated/On-Board Graphics,,Very Good - Refurbished,353.99
HP,"HP ProBook 440 G7 Laptop 14"" FHD i7-10510U 16GB 512GB SSD Windows 10 Pro Webcam",14,16,Intel Core i7 10th Gen.,,Integrated/On-Board Graphics,,Excellent - Refurbished,604.99
HP,"HP Dragonfly G4 2-in-1 Notebook 13.5"" (1000 NITS) i5-1335U 16GB 256GB WIFI W11P",13.5,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Open box,724.99
Dell,"Dell Inspiron 16 7630 16"" 1TB SSD Intel i7-1360P 5.0 GHz 16GB RAM Touchscreen",16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Open box,598.0
HP,HP 15-dy2152wm 15.6'' FHD Laptop Intel i5 -1135G7 2.4GHz 8GB 512GB SSD,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,359.99
HP,"HP EliteBook 640 G9 Notebook 14"" FHD LCD Intel i7-1265U 1.80GHz 16GB 256GB W10P",14,16,Intel Core i7 12th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920x1080,Open box,469.99
LG,"LG Gram 17ZB90R-K.AAC7U1 Intel EVO Platform Core i7-1360P 16GB 512GB 17"" WQXGA",17,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2560 x 1600,Open box,699.0
Dell,🍀NEW DEMO Dell Latitude 7400 i7-8665U 1.9 32GB 1TB SSD FHD Win 10 11 Pro No Cam,14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Dedicated Graphics,1920 x 1080,Open box,469.99
HP,*WORKING* HP Chromebook x360 14c-ca0053dx i3-10110U 8GB 64GB eMMC,14,8,Intel Core i3 10th Gen.,,,,Open box,200.0
Dell,"Dell Inspiron 3593 15.6"" Black 2020 FHD 1.0 GHz i5-1035G1 8GB RAM 256GB SSD",15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,189.71
HP,"NEW HP ZBook Firefly G9 14"" Notebook PC (i5, 16GB, 512GB) Win10 Pro HP Warranty!",14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Open box,749.0
HP,"HP Elite Dragonfly G3 13.5"" i7-1265U 32GB Ram / 512GB SSD Touch Screen",13.5,32,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1280,Open box,799.0
Dell,"Dell XPS 13 9315: Core i7-1250U, 16GB DDR5, 512GB SSD, 13.4"" FHD+ 500 nits",13.4,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Open box,829.99
Lenovo,"Lenovo V14 G2 ITL 82KA00KNUS 14"" Laptop i5-1135G7 8GB 256GB SSD",14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,349.0
Microsoft,"Microsoft Surface Laptop 3 13.5"" TOUCH i7-1065G7 16GB 512GB SandStone WIN 11 PRO",13.5,16,Intel Core i7 10th Gen.,,Integrated/On-Board Graphics,2256 x 1504,Very Good - Refurbished,499.99
Dell,"Dell Inspiron 3593 15.6"" HD TOUCH 1.2 GHz i3-1005G1 8GB RAM 128GB SSD/1TB HDD",15.6,8,Intel Core i3 10th Gen.,Intel UHD Graphics,,1366 x 768,Very Good - Refurbished,149.99
Dell,Dell Latitude 13 Rugged Extreme 7330 i7-1185G7 512GB 32GB TOUCH CMRA 6 Cell WTY,13.3,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,999.99
Lenovo,"Lenovo ThinkPad L13 13.3"" Laptop Intel i7 10th Gen 256GB SSD 8GB RAM Win 11 (OC)",13.3,8,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,305.96
Lenovo,Lenovo ThinkPad X1 Carbon 14 6th Gen. 2K QHD 1.9 GHz i7-8650U 16GB RAM 512GB SSD,14,16,Intel Core i7 8th Gen.,Microsoft Basic Display Adapter,Integrated/On-Board Graphics,2560 x 1440,Very Good - Refurbished,319.99
Lenovo,"Lenovo Thinkpad X1 Carbon Gen 9 14"" 2021 FHD+ 3.0 GHz i7-1185G7 16GB 512GB SSD",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,,1920 x 1200,Excellent - Refurbished,619.99
HP,"HP Elitebook x360 1030 G7 13.3"" FHD Touch i5-10210U 8GB 256GB WIFI/BT PEN W10P",13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Open box,374.99
Dell,Dell Latitude 5420 14'' 512GB SSD i5-1145G7 64GB RAM) Laptop Upgraded Dell Dock,14,64,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,370.0
Asus,"ASUS Vivobook 15.6"" Intel Core i5-1235U 16GB 512GB SSD Win11 F1504ZA-SB54 laptop",15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,375.0
Dell,"Dell Vostro 3430 14"" FHD 1.7 GHz i7-1355U 16GB RAM 512GB SSD Excellent",14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,497.99
Lenovo,"14"" Lenovo ThinkPad T14 Gen 2i, i7-1185G7, 32GB, 512GB SSD",14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,474.95
Dell,"DELL Latitude 15 5510 15.6""FHD Intel i5-10310U 1.7GHZ 16GB 512GB SSD Excellent",15.6,16,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,400.0
Dell,Dell Latitude 5400 i7-8665U 512GB PCIe 32GB FHD BT Camera W11P Backlit Keyboard,14.0,32,Intel Core i7 8th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,299.99
Lenovo,"Lenovo Flex 5 16"" 2-in-1 Touch Laptop i7-1255U 16GB 512GB SSD Storm Gray",16,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2560 x 1600,Open box,549.99
Lenovo,Lenovo ThinkPad X13 Gen 1 FHD 1.8 GHz i7-10610U 16GB RAM 512GB SSD - Excellent,13.3,16,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,389.99
Dell,"DELL PRECISION 3571 15"" FHD I7-12800H 1TB SSD 16GB W11P Nvidia T600, Backlit",15,16,Intel Core i7 12th Gen.,NVIDIA T600 Laptop GPU,Dedicated Graphics,1920 x 1080,Good - Refurbished,658.99
Lenovo,"Lenovo ThinkPad T490s 14"" Black 2018 FHD 1.6 GHz i5-8365U 8GB RAM 256GB SSD",14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,,1920 x 1080,Very Good - Refurbished,169.99
Lenovo,"LENOVO T16 GEN 1 16"" FHD+ Touch I7-1270P 512GB 16GB W11P WiFi6 FP Reader IRCam",16,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Very Good - Refurbished,652.99
Samsung,"Samsung Galaxy Book3 Pro 14"" 2023 2.2 GHz i7-1360P 16GB RAM 1TB SSD Excellent",14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,,2880 x 1800,Excellent - Refurbished,869.99
