index,game-of-thones-deaths,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
825,Faith Militant,825,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
826,Faith Militant,826,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
827,Faith Militant,827,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
828,Faith Militant,828,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
829,Faith Militant,829,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
830,Faith Militant,830,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
831,Faith Militant,831,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
832,Faith Militant,832,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
833,Faith Militant,833,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
834,Faith Militant,834,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
835,Faith Militant,835,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
836,Faith Militant,836,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
837,Faith Militant,837,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
838,Faith Militant,838,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
839,Faith Militant,839,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
840,Faith Militant,840,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
841,Faith Militant,841,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
842,Faith Militant,842,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
843,Faith Militant,843,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
844,Faith Militant,844,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
845,Faith Militant,845,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
846,Faith Militant,846,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
847,Faith Militant,847,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
848,Faith Militant,848,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
849,Faith Militant,849,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
850,Faith Militant,850,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
851,Faith Militant,851,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
852,Faith Militant,852,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
853,Faith Militant,853,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
854,Faith Militant,854,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
855,Faith Militant,855,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
856,Faith Militant,856,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
857,Faith Militant,857,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
858,Faith Militant,858,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
859,Faith Militant,859,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
860,Faith Militant,860,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
861,Faith Militant,861,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
862,Faith Militant,862,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
863,Faith Militant,863,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
864,Faith Militant,864,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
865,Faith Militant,865,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
866,Faith Militant,866,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
867,Faith Militant,867,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
868,Faith Militant,868,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
869,Faith Militant,869,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6
870,None,870,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
871,None,871,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
872,None,872,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
873,None,873,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
874,None,874,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
875,None,875,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
876,None,876,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
877,None,877,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
878,None,878,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
879,None,879,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
880,None,880,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
881,None,881,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
882,None,882,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
883,None,883,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
884,None,884,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
885,None,885,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
886,None,886,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
887,None,887,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
888,None,888,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
889,None,889,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
890,None,890,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
891,None,891,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
892,None,892,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
893,None,893,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
894,None,894,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
895,None,895,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
896,None,896,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
897,None,897,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
898,None,898,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
899,None,899,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
900,None,900,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
901,None,901,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
902,None,902,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
903,None,903,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
904,None,904,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
905,None,905,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
906,None,906,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
907,None,907,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
908,None,908,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
909,None,909,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
910,None,910,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
911,None,911,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
912,None,912,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
913,None,913,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
914,None,914,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
915,None,915,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
916,None,916,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
917,None,917,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
918,None,918,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
919,None,919,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
920,None,920,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
921,None,921,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
922,None,922,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
923,None,923,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
924,None,924,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
925,None,925,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
926,None,926,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
927,None,927,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
928,None,928,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
929,None,929,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
930,None,930,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
931,None,931,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
932,None,932,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
933,None,933,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
934,None,934,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
935,None,935,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
936,None,936,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
937,None,937,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
938,None,938,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
939,None,939,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
940,None,940,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
941,None,941,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
942,None,942,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
943,None,943,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
944,None,944,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
945,None,945,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
946,None,946,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
947,None,947,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
948,None,948,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
949,None,949,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
950,None,950,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
951,None,951,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
952,None,952,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
953,None,953,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
954,None,954,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
955,None,955,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
956,None,956,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
957,None,957,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
958,None,958,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
959,None,959,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
960,None,960,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
961,None,961,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
962,None,962,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
963,None,963,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
964,None,964,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
965,None,965,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
966,None,966,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
967,None,967,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
968,None,968,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
969,None,969,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
970,None,970,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
971,House Tyrell,971,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Margaery Tyrell,6
972,House Tyrell,972,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Mace Tyrell,6
973,House Tyrell,973,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Loras Tyrell,6
974,House Lannister,974,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Kevan Lannister,6
975,None,975,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
976,None,976,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
977,None,977,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
978,None,978,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
979,None,979,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
980,None,980,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
981,None,981,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
982,None,982,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
983,None,983,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
984,None,984,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
985,None,985,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
986,None,986,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
987,None,987,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
988,None,988,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
989,None,989,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
990,None,990,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
991,None,991,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
992,None,992,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
993,None,993,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
994,None,994,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6
995,House Baratheon of King's Landing,995,10,Tommen Baratheon,House Baratheon of King's Landing,King's Landing,Falling,Tommen Baratheon,6
996,House Frey,996,10,Arya Stark,House Stark,The Twins,Cooking,Lothar Frey,6
997,House Frey,997,10,Arya Stark,House Stark,The Twins,Cooking,Walder Rivers,6
998,House Frey,998,10,Arya Stark,House Stark,The Twins,Knife,Walder Frey,6
999,House Frey,999,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1000,House Frey,1000,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1001,House Frey,1001,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1002,House Frey,1002,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1003,House Frey,1003,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1004,House Frey,1004,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1005,House Frey,1005,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1006,House Frey,1006,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1007,House Frey,1007,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1008,House Frey,1008,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1009,House Frey,1009,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1010,House Frey,1010,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1011,House Frey,1011,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1012,House Frey,1012,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1013,House Frey,1013,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1014,House Frey,1014,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1015,House Frey,1015,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1016,House Frey,1016,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1017,House Frey,1017,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1018,House Frey,1018,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1019,House Frey,1019,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1020,House Frey,1020,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1021,House Frey,1021,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1022,House Frey,1022,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1023,House Frey,1023,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1024,House Frey,1024,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1025,House Frey,1025,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1026,House Frey,1026,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1027,House Frey,1027,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
1028,House Frey,1028,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7
